id,on_street,cross_street,routes,routes_total,boardings,alightings,month_beginning,daytype,location
14349,OAKTON,WESLEY,206,1,9.3,2,10/1/12,Weekday,"(42.02668431, -87.69221162)"
2828,COTTAGE GROVE,10200 SOUTH,111,1,7.7,2,10/1/12,Weekday,"(41.70936526, -87.60617317)"
12084,KEDZIE,LUNT (7033 NORTH),11,1,7.6,2,10/1/12,Weekday,"(42.00896634, -87.70923606)"
4605,CICERO,55TH STREET,"47,54B,55,62,62H",5,6.8,2,10/1/12,Weekday,"(41.79251898, -87.74137056)"
6753,16TH STREET,ROCKWELL,18,1,5.7,2,10/1/12,Weekday,"(41.85925240, -87.69079680)"
8736,DAMEN,54TH STREET,48,1,3.9,2,10/1/12,Weekday,"(41.79565700, -87.67417800)"
5600,IRVING PARK,OTTAWA,80,1,3.8,2,10/1/12,Weekday,"(41.95240555, -87.81843250)"
6537,WELLS,65TH STREET/ROSS,24,1,3.3,2,10/1/12,Weekday,"(41.77669906, -87.63025310)"
12132,103RD STREET,FRANCISCO,103,1,2.6,2,10/1/12,Weekday,"(41.70619487, -87.69404297)"
7261,EWING,9320 SOUTH (BRIDGE),"26,30",2,2,2,10/1/12,Weekday,"(41.72664460, -87.54005052)"
14352,OAKTON,FLORENCE,206,1,1.5,2,10/1/12,Weekday,"(42.02652592, -87.69466820)"
11658,CALDWELL,GREENLEAF,85A,1,0.2,2,10/1/12,Weekday,"(42.00899400, -87.78601500)"
14713,GOLF ROAD,TRIPP,205,1,0.1,2,10/1/12,Weekday,"(42.05539205, -87.73336925)"
154,HARRISON,LOTUS,7,1,43.4,1.9,10/1/12,Weekday,"(41.87280300, -87.76165400)"
14233,CENTRAL STREET,CENTRAL PARK,"201,206",2,32,1.9,10/1/12,Weekday,"(42.06435561, -87.71784395)"
14671,HOWARD,ASHLAND,"147,151",2,22.2,1.9,10/1/12,Weekday,"(42.01928162, -87.67058707)"
14100,AVENUE O,134TH STREET,30,1,22.1,1.9,10/1/12,Weekday,"(41.65189389, -87.53980598)"
7458,35TH STREET,WASHTENAW,35,1,18.9,1.9,10/1/12,Weekday,"(41.83007600, -87.69248800)"
11712,RIDGELAND,GREENFIELD,86,1,16.4,1.9,10/1/12,Weekday,"(41.90586070, -87.78347343)"
9984,KEDZIE,93RD STREET,52A,1,12.8,1.9,10/1/12,Weekday,"(41.72431498, -87.70182299)"
8139,47TH STREET,HAMLIN,47,1,10.3,1.9,10/1/12,Weekday,"(41.80784573, -87.71875463)"
14689,CENTRAL STREET,EASTWOOD,201,1,9.8,1.9,10/1/12,Weekday,"(42.06421493, -87.69581857)"
296,ROOSEVELT,WOLCOTT,12,1,8.2,1.9,10/1/12,Weekday,"(41.86662475, -87.67356740)"
10485,CICERO,ELSTON,54A,1,6.8,1.9,10/1/12,Weekday,"(41.97308400, -87.74802538)"
8489,WESTERN,122ND STREET,49A,1,5.3,1.9,10/1/12,Weekday,"(41.67158200, -87.68044500)"
9939,NORTHWEST HWY,NEOLA,68,1,5.2,1.9,10/1/12,Weekday,"(41.99014925, -87.79533789)"
15703,HARLEM,SCHNEIDER,"90,307,318",3,3.4,1.9,10/1/12,Weekday,"(41.89618784, -87.80511621)"
229,CONGRESS,SPAULDING,7,1,1.9,1.9,10/1/12,Weekday,"(41.87460174, -87.70823931)"
8508,WESTERN,104TH STREET,49A,1,1.7,1.9,10/1/12,Weekday,"(41.70440200, -87.68145300)"
819,GRAND,KENTON (west leg),65,1,1.6,1.9,10/1/12,Weekday,"(41.91169701, -87.74017967)"
5557,MILWAUKEE,SACRAMENTO,56,1,0.7,1.9,10/1/12,Weekday,"(41.92595161, -87.70217879)"
7768,PERSHING,1111 WEST,39,1,0.6,1.9,10/1/12,Weekday,"(41.82346355, -87.65349889)"
7776,PERSHING,LEAVITT,39,1,0.5,1.9,10/1/12,Weekday,"(41.82313163, -87.68004076)"
17024,WESTERN,107TH STREET,49A,1,0.4,1.9,10/1/12,Weekday,"(41.69888614, -87.68150946)"
7769,PERSHING,LOOMIS,39,1,0,1.9,10/1/12,Weekday,"(41.82330931, -87.66024824)"
11648,CALDWELL,KEOTA,85A,1,0,1.9,10/1/12,Weekday,"(42.00012800, -87.77271900)"
7788,36TH STREET,FRANCISCO,35,1,25.8,1.8,10/1/12,Weekday,"(41.82815500, -87.69730800)"
5609,IRVING PARK,NEW ENGLAND,80,1,20.3,1.8,10/1/12,Weekday,"(41.95267600, -87.79885400)"
12904,PULASKI,94TH STREET,53A,1,17.7,1.8,10/1/12,Weekday,"(41.72223491, -87.72121729)"
4030,ARMITAGE,LACROSSE,73,1,15.6,1.8,10/1/12,Weekday,"(41.91685400, -87.74748900)"
7343,AVENUE O,113TH STREET,"30,100",2,12,1.8,10/1/12,Weekday,"(41.68997408, -87.53999380)"
12387,111TH STREET,LAWNDALE,112,1,10.5,1.8,10/1/12,Weekday,"(41.69131190, -87.71326210)"
14266,RIDGE,CRAIN,"201,206",2,8.4,1.8,10/1/12,Weekday,"(42.03927071, -87.68767282)"
1983,DIVISION,4659 WEST,70,1,4.3,1.8,10/1/12,Weekday,"(41.90233834, -87.74322769)"
7714,PERSHING,1501 WEST,39,1,4.2,1.8,10/1/12,Weekday,"(41.82306635, -87.66313011)"
10402,CICERO,3400 SOUTH (track entr.),54B,1,2.7,1.8,10/1/12,Weekday,"(41.83154406, -87.74347071)"
12391,111TH STREET,SPAULDING,112,1,2.5,1.8,10/1/12,Weekday,"(41.69146800, -87.70340500)"
12399,111TH STREET,2600 WEST RR CROSSING,112,1,2.4,1.8,10/1/12,Weekday,"(41.69166741, -87.68615351)"
13128,OAKTON,DODGE,206,1,2.2,1.8,10/1/12,Weekday,"(42.02664181, -87.69921333)"
712,GRAND,ALBANY,65,1,1.2,1.8,10/1/12,Weekday,"(41.89730851, -87.70428253)"
14095,PAULINA,HOWARD TERMINAL,151,1,1.2,1.8,10/1/12,Weekday,"(42.01803520, -87.67305981)"
14346,ASBURY,HULL TERRACE,206,1,1,1.8,10/1/12,Weekday,"(42.02440292, -87.68990553)"
12688,DAVIS,RIDGE,205,1,0.8,1.8,10/1/12,Weekday,"(42.04715993, -87.68841364)"
2299,STATE,64TH STREET,29,1,0.5,1.8,10/1/12,Weekday,"(41.77753500, -87.62516700)"
2836,COTTAGE GROVE,11000 SOUTH,111,1,0.4,1.8,10/1/12,Weekday,"(41.69465536, -87.60947960)"
6471,WENTWORTH,4800 SOUTH,"15,24,51",3,0.4,1.8,10/1/12,Weekday,"(41.80739300, -87.63080500)"
10051,KEDZIE,108TH STREET,52A,1,0.4,1.8,10/1/12,Weekday,"(41.69712200, -87.70108600)"
15493,GOLF ROAD,KNOX,205,1,0.4,1.8,10/1/12,Weekday,"(42.05533938, -87.74308211)"
8579,LAWRENCE,OAKVIEW,69,1,0.3,1.8,10/1/12,Weekday,"(41.96635355, -87.84400205)"
14231,CENTRAL STREET,SHERMAN,201,1,0.1,1.8,10/1/12,Weekday,"(42.06402101, -87.68183223)"
4335,WESTCHESTER,DEVONSHIRE,17,1,0,1.8,10/1/12,Weekday,"(41.86532824, -87.87771948)"
12889,PULASKI,109TH STREET (south leg),53A,1,0,1.8,10/1/12,Weekday,"(41.69484600, -87.72051900)"
10368,76TH FORD C.DR,CICERO,54B,1,98.6,1.7,10/1/12,Weekday,"(41.75443827, -87.74120545)"
12473,ADDISON,ORIOLE,152,1,48.4,1.7,10/1/12,Weekday,"(41.94512200, -87.81687600)"
9535,NAGLE,PALATINE,86,1,29.8,1.7,10/1/12,Weekday,"(41.99562700, -87.78756900)"
12474,ADDISON,OLCOTT,152,1,27.5,1.7,10/1/12,Weekday,"(41.94506100, -87.81444100)"
9924,NORTHWEST HWY,OZARK,68,1,24.5,1.7,10/1/12,Weekday,"(42.00524887, -87.82024993)"
12123,103RD STREET,HAMLIN,103,1,17.7,1.7,10/1/12,Weekday,"(41.70588023, -87.71612188)"
10913,74TH STREET,BISHOP,75,1,16,1.7,10/1/12,Weekday,"(41.75942100, -87.66039100)"
12083,KEDZIE,ESTES (7061 NORTH),11,1,11.1,1.7,10/1/12,Weekday,"(42.01067941, -87.70918012)"
5267,TORRENCE,102ND STREET,100,1,8.5,1.7,10/1/12,Weekday,"(41.70998300, -87.55962000)"
9856,HARLEM,HOOD,"88,90N",2,8.3,1.7,10/1/12,Weekday,"(41.99210700, -87.80691800)"
11669,LEHIGH,TONTY,85A,1,8,1.7,10/1/12,Weekday,"(42.00876400, -87.77172800)"
2280,STATE,8237 SOUTH,29,1,7.2,1.7,10/1/12,Weekday,"(41.74452156, -87.62428239)"
9181,51ST STREET,LOWE,51,1,6.4,1.7,10/1/12,Weekday,"(41.80156892, -87.64152902)"
12393,111TH STREET,ALBANY,112,1,5.8,1.7,10/1/12,Weekday,"(41.69153500, -87.69847900)"
8598,DELPHIA,BRYN MAWR,69,1,5.6,1.7,10/1/12,Weekday,"(41.98088200, -87.84145400)"
7333,AVENUE O,131ST STREET,30,1,5.5,1.7,10/1/12,Weekday,"(41.65722388, -87.53981893)"
12022,95TH STREET,1400 EAST (DORCHESTER),"N5,95E,100",3,5,1.7,10/1/12,Weekday,"(41.72233336, -87.59058025)"
12835,PULASKI,3400 So. (SB/FT 34th St.),53A,1,4.3,1.7,10/1/12,Weekday,"(41.83108511, -87.72431791)"
14906,HALSTED,BELMONT,8,1,3.8,1.7,10/1/12,Weekday,"(41.93973608, -87.64935153)"
8431,WESTERN,81ST STREET,49A,1,2.4,1.7,10/1/12,Weekday,"(41.74658200, -87.68286200)"
11457,PETERSON,ROSEHILL CEMETERY (2200W),84,1,1.9,1.7,10/1/12,Weekday,"(41.99050600, -87.68505200)"
8451,WESTERN,104TH STREET,49A,1,1.2,1.7,10/1/12,Weekday,"(41.70467800, -87.68164800)"
8514,WESTERN,98TH STREET,49A,1,1.2,1.7,10/1/12,Weekday,"(41.71536412, -87.68167184)"
2431,STATE,65TH STREET,29,1,1.1,1.7,10/1/12,Weekday,"(41.77628482, -87.62533405)"
12200,103RD STREET,FRANCISCO,103,1,0.7,1.7,10/1/12,Weekday,"(41.70637444, -87.69380649)"
17137,IRVING PARK,KEDZIE,80,1,0.6,1.7,10/1/12,Weekday,"(41.95403110, -87.70829430)"
8031,RACINE,EXCHANGE,43,1,0.3,1.7,10/1/12,Weekday,"(41.81851400, -87.65516100)"
140,JACKSON,CICERO,126,1,0.2,1.7,10/1/12,Weekday,"(41.87685893, -87.74541898)"
4693,PULASKI,115TH STREET,53A,1,156.8,1.6,10/1/12,Weekday,"(41.68415300, -87.71995600)"
4906,WILSON,PAULINA,"145,148",2,73.1,1.6,10/1/12,Weekday,"(41.96515200, -87.67069000)"
9618,AUSTIN,FILLMORE,91,1,47.6,1.6,10/1/12,Weekday,"(41.86745800, -87.77411200)"
5280,VAN VLISSINGEN,99TH STREET,"J14,15",2,35.7,1.6,10/1/12,Weekday,"(41.71538113, -87.57406573)"
671,GRAND,NEWCASTLE (east leg),"65,74",2,33.2,1.6,10/1/12,Weekday,"(41.92352600, -87.79718900)"
9786,MILWAUKEE,RAVEN,56A,1,33,1.6,10/1/12,Weekday,"(41.99449287, -87.78533594)"
4655,63RD STREET,NORMANDY,63W,1,29.8,1.6,10/1/12,Weekday,"(41.77749456, -87.78874320)"
4354,BELLWOOD,MADISON,17,1,25.9,1.6,10/1/12,Weekday,"(41.87783849, -87.87813180)"
11711,RIDGELAND,LE MOYNE,86,1,17.8,1.6,10/1/12,Weekday,"(41.90744100, -87.78335100)"
12111,YATES,100TH STREET,100,1,14.9,1.6,10/1/12,Weekday,"(41.71373629, -87.56452800)"
2904,111TH STREET,EBERHART,111,1,14.8,1.6,10/1/12,Weekday,"(41.69284430, -87.61131025)"
9976,KEDZIE,101ST STREET,52A,1,13.6,1.6,10/1/12,Weekday,"(41.70982900, -87.70137000)"
11724,LAKE STREET,LOMBARD,"N20,86",2,12.1,1.6,10/1/12,Weekday,"(41.88802739, -87.77987258)"
7002,COMMERCIAL,95TH STREET,71,1,11.4,1.6,10/1/12,Weekday,"(41.72266242, -87.55098705)"
9967,KEDZIE,110TH STREET,52A,1,10.8,1.6,10/1/12,Weekday,"(41.69339500, -87.70079400)"
9369,87TH STREET,KEELER (west leg),87,1,7.6,1.6,10/1/12,Weekday,"(41.73460249, -87.72686298)"
257,ROOSEVELT,5500 WEST,12,1,6.1,1.6,10/1/12,Weekday,"(41.86555077, -87.76277284)"
12896,PULASKI,105TH STREET,53A,1,6.1,1.6,10/1/12,Weekday,"(41.70207696, -87.72068536)"
15261,63RD STREET,LOREL,63W,1,6,1.6,10/1/12,Weekday,"(41.77811252, -87.75535565)"
9368,87TH STREET,KILDARE,87,1,5.7,1.6,10/1/12,Weekday,"(41.73457137, -87.72878327)"
7461,35TH STREET,ARTESIAN,35,1,4.6,1.6,10/1/12,Weekday,"(41.83020700, -87.68640600)"
14356,DODGE,SOUTH BLVD,"93,206",2,4.2,1.6,10/1/12,Weekday,"(42.02725560, -87.69929815)"
162,HARRISON,4630 WEST,7,1,3.5,1.6,10/1/12,Weekday,"(41.87319800, -87.74089300)"
9783,DEVON,NEENAH,56A,1,2.2,1.6,10/1/12,Weekday,"(41.99725400, -87.78999500)"
7425,31ST STREET,SPAULDING,35,1,1.8,1.6,10/1/12,Weekday,"(41.83727124, -87.70708721)"
15106,STATE,90TH STREET,29,1,1.5,1.6,10/1/12,Weekday,"(41.73100743, -87.62396657)"
8491,WESTERN,120TH STREET,49A,1,1.2,1.6,10/1/12,Weekday,"(41.67524700, -87.68055300)"
8502,WESTERN,110TH STREET,49A,1,1,1.6,10/1/12,Weekday,"(41.69388151, -87.68109476)"
15475,ASHLAND,2700 SOUTH,9,1,1,1.6,10/1/12,Weekday,"(41.84310699, -87.66601504)"
8467,WESTERN,120TH STREET,49A,1,0.8,1.6,10/1/12,Weekday,"(41.67555763, -87.68076050)"
8600,BRYN MAWR,CHESTER,69,1,0.8,1.6,10/1/12,Weekday,"(41.98102400, -87.83915900)"
12244,106TH STREET,AVENUE F,100,1,0.6,1.6,10/1/12,Weekday,"(41.70263926, -87.53053283)"
10049,KEDZIE,106TH STREET,52A,1,0.4,1.6,10/1/12,Weekday,"(41.70070000, -87.70120900)"
12273,106TH STREET,180'e. of C.R.I.RR CROSSING,100,1,0.1,1.6,10/1/12,Weekday,"(41.70284888, -87.55613199)"
14272,SHERMAN,EMERSON,N201,1,0.1,1.6,10/1/12,Weekday,"(42.05192251, -87.68148498)"
1408,LINCOLN,WISCONSIN,11,1,0,1.6,10/1/12,Weekday,"(41.91667641, -87.63663237)"
8463,WESTERN,116TH STREET,49A,1,0,1.6,10/1/12,Weekday,"(41.68294800, -87.68098300)"
9748,LAWRENCE,VINE,81W,1,0,1.6,10/1/12,Weekday,"(41.96685177, -87.82868795)"
11649,CALDWELL,LOLETA,85A,1,0,1.6,10/1/12,Weekday,"(42.00060900, -87.77375100)"
12037,KEDZIE,ESTES (7061 NORTH),11,1,0,1.6,10/1/12,Weekday,"(42.01066723, -87.70903024)"
8615,ASHLAND,CATALPA,50,1,74.8,1.5,10/1/12,Weekday,"(41.98175600, -87.66986300)"
10453,OLD ORCHARD RD,EDENS SB ENTRANCE RAMP,"54A,205",2,57,1.5,10/1/12,Weekday,"(42.06241411, -87.75785916)"
7801,PERSHING,FRANCISCO,39,1,31.5,1.5,10/1/12,Weekday,"(41.82267977, -87.69720914)"
14026,AVENUE O,BRAINARD 13800 S,30,1,27.5,1.5,10/1/12,Weekday,"(41.64415760, -87.53976459)"
11211,LAWNDALE,25TH STREET,82,1,27.4,1.5,10/1/12,Weekday,"(41.84610146, -87.71720732)"
15960,ADDISON,PANAMA,152,1,24.8,1.5,10/1/12,Weekday,"(41.94490089, -87.82883681)"
12471,ADDISON,OZANAM,152,1,23.4,1.5,10/1/12,Weekday,"(41.94512100, -87.82179500)"
3001,CALIFORNIA,SCHUBERT,52,1,19,1.5,10/1/12,Weekday,"(41.93027100, -87.69763100)"
1548,INDIANA,46TH STREET,1,1,13.1,1.5,10/1/12,Weekday,"(41.81100500, -87.62114200)"
11867,CALIFORNIA,CHASE,93,1,12.2,1.5,10/1/12,Weekday,"(42.01395300, -87.69975200)"
5281,JEFFERY,98TH STREET,15,1,9.6,1.5,10/1/12,Weekday,"(41.71720103, -87.57516660)"
265,ROOSEVELT,47TH AVENUE,12,1,8.7,1.5,10/1/12,Weekday,"(41.86585838, -87.74241065)"
2975,COTTAGE GROVE,9700 SOUTH,111,1,8.7,1.5,10/1/12,Weekday,"(41.71834278, -87.60395360)"
11839,HARLEM,ALBION,90N,1,8.5,1.5,10/1/12,Weekday,"(42.00089242, -87.80685568)"
9387,87TH STREET,LONGWOOD,"48,87",2,7.9,1.5,10/1/12,Weekday,"(41.73547262, -87.67613476)"
1111,CONGRESS,WABASH,147,1,6.9,1.5,10/1/12,Weekday,"(41.87576800, -87.62578800)"
17421,119TH STREET,ADA,119,1,6,1.5,10/1/12,Weekday,"(41.67756711, -87.65502319)"
6390,26TH STREET,2500 WEST,60,1,5.6,1.5,10/1/12,Weekday,"(41.84485064, -87.68767957)"
9549,NAGLE,ARGYLE,86,1,3.6,1.5,10/1/12,Weekday,"(41.97210114, -87.78802302)"
12192,103RD STREET,BELL (west leg),103,1,3.2,1.5,10/1/12,Weekday,"(41.70647286, -87.67830804)"
14991,CENTRAL,ORRINGTON,201,1,2.8,1.5,10/1/12,Weekday,"(42.06396584, -87.67962462)"
10456,SKOKIE BLVD,CRAIN,54A,1,2.6,1.5,10/1/12,Weekday,"(42.03859900, -87.74710000)"
12679,CHURCH,ASBURY,205,1,1.9,1.5,10/1/12,Weekday,"(42.04844800, -87.69037100)"
9146,PULASKI,5300 NORTH,53,1,1.3,1.5,10/1/12,Weekday,"(41.97757051, -87.72819541)"
48,HARRISON,WOOD,126,1,1,1.5,10/1/12,Weekday,"(41.87405900, -87.67133400)"
13127,OAKTON,DODGE,206,1,1,1.5,10/1/12,Weekday,"(42.02647821, -87.69913060)"
1657,STONY ISLAND,5800 SOUTH,"2,6,15,28,X28",5,0.5,1.5,10/1/12,Weekday,"(41.78948000, -87.58674300)"
4375,DESPLAINES,ADAMS,17,1,0.5,1.5,10/1/12,Weekday,"(41.87767569, -87.81441843)"
8029,RACINE,4400 SOUTH,43,1,0.5,1.5,10/1/12,Weekday,"(41.81412454, -87.65517776)"
8030,RACINE,43RD STREET,43,1,0.4,1.5,10/1/12,Weekday,"(41.81595600, -87.65510000)"
6372,BLUE ISLAND,14TH PLACE,60,1,0.2,1.5,10/1/12,Weekday,"(41.86248445, -87.65734820)"
2601,79TH STREET,BRANDON,"6,79",2,167.1,1.4,10/1/12,Weekday,"(41.75202871, -87.54692016)"
5993,SOUTHPORT,BELLE PLAINE,9,1,62.2,1.4,10/1/12,Weekday,"(41.95623819, -87.66436691)"
11207,LAWNDALE,30TH STREET,82,1,62,1.4,10/1/12,Weekday,"(41.83875800, -87.71699900)"
4647,63RD STREET,75TH AVENUE,"62H,63W",2,54.6,1.4,10/1/12,Weekday,"(41.77704903, -87.80836483)"
1291,FULLERTON,MOBILE,74,1,36.4,1.4,10/1/12,Weekday,"(41.92364318, -87.78308524)"
8308,WESTERN,78TH STREET,49,1,29.3,1.4,10/1/12,Weekday,"(41.75185600, -87.68280800)"
5608,IRVING PARK,SAYRE,80,1,24.6,1.4,10/1/12,Weekday,"(41.95267700, -87.80127000)"
3368,65TH STREET,LINDER,165,1,23.6,1.4,10/1/12,Weekday,"(41.77436997, -87.75907720)"
9791,MILWAUKEE,MASON,56A,1,19.9,1.4,10/1/12,Weekday,"(41.98550011, -87.77689075)"
14290,CENTRAL STREET,LAWNDALE,"201,206",2,19.9,1.4,10/1/12,Weekday,"(42.06436647, -87.72047205)"
5607,IRVING PARK,NORDICA,80,1,16.4,1.4,10/1/12,Weekday,"(41.95269734, -87.80369581)"
13140,ASHLAND,SIMPSON,206,1,8.6,1.4,10/1/12,Weekday,"(42.05580210, -87.69424766)"
9543,NAGLE,CATALPA,86,1,7.7,1.4,10/1/12,Weekday,"(41.98115300, -87.78783500)"
12087,KEDZIE,PRATT,11,1,7.6,1.4,10/1/12,Weekday,"(42.00325573, -87.70938329)"
12130,103RD STREET,ALBANY (west leg),103,1,7.2,1.4,10/1/12,Weekday,"(41.70610348, -87.69910718)"
1995,DIVISION,3450 WEST,70,1,6.8,1.4,10/1/12,Weekday,"(41.90272200, -87.71318300)"
9728,GUNNISON,RUTHERFORD,81W,1,5.1,1.4,10/1/12,Weekday,"(41.96831803, -87.79506968)"
1386,LINCOLN,WAVELAND,11,1,4,1.4,10/1/12,Weekday,"(41.94881658, -87.67515553)"
11438,PETERSON,4300 WEST,84,1,2.6,1.4,10/1/12,Weekday,"(41.98997300, -87.73546900)"
12128,103RD STREET,SPAULDING,103,1,2.6,1.4,10/1/12,Weekday,"(41.70602715, -87.70387500)"
8922,DAMEN,AUGUSTA,50,1,2.1,1.4,10/1/12,Weekday,"(41.89943264, -87.67706495)"
12411,VINCENNES,108TH PLACE,112,1,1.6,1.4,10/1/12,Weekday,"(41.69652191, -87.66015714)"
9821,HARLEM,THORNDALE,90N,1,1.5,1.4,10/1/12,Weekday,"(41.98861700, -87.80679300)"
10428,CICERO,ALBION,54A,1,1,1.4,10/1/12,Weekday,"(42.00080000, -87.74812400)"
8455,WESTERN,108TH STREET,49A,1,0.1,1.4,10/1/12,Weekday,"(41.69743000, -87.68143000)"
12190,103RD STREET,HOYNE (west leg),103,1,0.1,1.4,10/1/12,Weekday,"(41.70652746, -87.67513577)"
6140,BEVERLY,103RD/VINCENNES,9,1,126.6,1.3,10/1/12,Weekday,"(41.70732671, -87.65614552)"
4904,WILSON,RAVENSWOOD (east leg),"145,148",2,51,1.3,10/1/12,Weekday,"(41.96510900, -87.67384100)"
4142,CALIFORNIA,70TH STREET,94,1,27.4,1.3,10/1/12,Weekday,"(41.76628052, -87.69300418)"
17365,PERSHING,WASHTENAW,39,1,24.5,1.3,10/1/12,Weekday,"(41.82278350, -87.69205502)"
15888,CHERRY,BLISS,132,1,20.9,1.3,10/1/12,Weekday,"(41.90134873, -87.65239204)"
5272,100TH STREET,BENSLEY,100,1,18.3,1.3,10/1/12,Weekday,"(41.71359746, -87.56364101)"
5976,HALSTED,126TH STREET,"8A,108",2,17.6,1.3,10/1/12,Weekday,"(41.66493500, -87.64138500)"
12124,103RD STREET,LAWNDALE,103,1,17.5,1.3,10/1/12,Weekday,"(41.70591767, -87.71367582)"
4664,NARRAGANSETT,57TH STREET,55N,1,15.6,1.3,10/1/12,Weekday,"(41.78860200, -87.78159200)"
2995,CALIFORNIA,MELROSE,52,1,15,1.3,10/1/12,Weekday,"(41.94032500, -87.69791300)"
5974,127TH STREET,EMERALD,"8A,108",2,12.1,1.3,10/1/12,Weekday,"(41.66330700, -87.64001200)"
4653,63RD STREET,NEW ENGLAND,63W,1,11.5,1.3,10/1/12,Weekday,"(41.77741612, -87.79371969)"
12466,ADDISON,PARIS,152,1,10.9,1.3,10/1/12,Weekday,"(41.94487300, -87.83040300)"
155,HARRISON,5400 WEST,7,1,10.4,1.3,10/1/12,Weekday,"(41.87290000, -87.75936700)"
9544,NAGLE,BALMORAL,86,1,8.9,1.3,10/1/12,Weekday,"(41.97934900, -87.78786900)"
17568,DEMPSTER,DARROW,206,1,8.3,1.3,10/1/12,Weekday,"(42.04109656, -87.69772978)"
14119,MIDWAY TERMINAL,ORANGE LINE STATION,62,1,7.8,1.3,10/1/12,Weekday,"(41.78618830, -87.73836848)"
17025,WESTERN,123RD STREET,49A,1,7.5,1.3,10/1/12,Weekday,"(41.67008232, -87.68035582)"
10469,CICERO,LUNT,54A,1,6.2,1.3,10/1/12,Weekday,"(42.00815034, -87.74806990)"
14568,AUSTIN,MELROSE,91,1,6.2,1.3,10/1/12,Weekday,"(41.93942297, -87.77619640)"
3316,63RD STREET,LAWLER,63W,1,6,1.3,10/1/12,Weekday,"(41.77824702, -87.74845743)"
9970,KEDZIE,107TH STREET,52A,1,4.7,1.3,10/1/12,Weekday,"(41.69878500, -87.70100500)"
17094,119TH STREET,DIVISION,119,1,4.7,1.3,10/1/12,Weekday,"(41.67733926, -87.66899253)"
14029,AVENUE O,135TH STREET,30,1,3.7,1.3,10/1/12,Weekday,"(41.64995673, -87.53977255)"
10464,SKOKIE BLVD,JEROME,54A,1,2.8,1.3,10/1/12,Weekday,"(42.01799858, -87.74784896)"
7349,EWING,111TH STREET,"30,100",2,2.5,1.3,10/1/12,Weekday,"(41.69360919, -87.53514639)"
15128,WESTERN,KRUEGER,49A,1,2.4,1.3,10/1/12,Weekday,"(41.66807794, -87.68032780)"
15499,WESTERN,90TH STREET,"48,49A",2,2.4,1.3,10/1/12,Weekday,"(41.73032869, -87.68222814)"
15501,WESTERN,101ST STREET,49A,1,2.3,1.3,10/1/12,Weekday,"(41.71018621, -87.68160781)"
4366,MADISON,3RD AVENUE,17,1,1.8,1.3,10/1/12,Weekday,"(41.87893118, -87.83659579)"
1344,FULLERTON,LAKEWOOD,74,1,1.4,1.3,10/1/12,Weekday,"(41.92518619, -87.66068010)"
6653,OGDEN serv.dr.,SACRAMENTO,18,1,1.4,1.3,10/1/12,Weekday,"(41.85943788, -87.70161258)"
14262,RIDGE,LEE,"201,206",2,1.4,1.3,10/1/12,Weekday,"(42.03570306, -87.68687163)"
11650,CALDWELL,LORON,85A,1,0.9,1.3,10/1/12,Weekday,"(42.00107800, -87.77480400)"
11719,RIDGELAND,SUPERIOR,86,1,0.9,1.3,10/1/12,Weekday,"(41.89317726, -87.78494420)"
987,NORTH AVENUE,AUSTIN,72,1,0.6,1.3,10/1/12,Weekday,"(41.90936486, -87.77509251)"
12233,106TH STREET,MUSKEGON,100,1,0.5,1.3,10/1/12,Weekday,"(41.70268909, -87.55495580)"
8577,LAWRENCE,DELPHIA,69,1,0.4,1.3,10/1/12,Weekday,"(41.96638235, -87.84180735)"
15105,CENTRAL STREET,RIDGE,N201,1,0.4,1.3,10/1/12,Weekday,"(42.06405715, -87.68346545)"
4307,DESPLAINES,ADAMS,17,1,0.2,1.3,10/1/12,Weekday,"(41.87756108, -87.81426692)"
11659,CALDWELL,ESTES,85A,1,0.2,1.3,10/1/12,Weekday,"(42.01003451, -87.78688578)"
5449,MILWAUKEE,WAVELAND,56,1,0.1,1.3,10/1/12,Weekday,"(41.94732375, -87.73750019)"
1407,LINCOLN,1928 NORTH,11,1,0,1.3,10/1/12,Weekday,"(41.91720202, -87.63748995)"
14004,95TH STREET,RED LINE STATION,"95W,9,N9",3,362.7,1.2,10/1/12,Weekday,"(41.72245395, -87.62403514)"
15433,60TH STREET,WOODLAWN,"2,170,171,172",4,50,1.2,10/1/12,Weekday,"(41.78595081, -87.59644910)"
4613,CICERO,ARCHER,47,1,43.5,1.2,10/1/12,Weekday,"(41.79784069, -87.74329777)"
6987,TORRENCE,107TH STREET,71,1,31.8,1.2,10/1/12,Weekday,"(41.70097480, -87.55945079)"
5279,100TH STREET,CLYDE,15,1,31.4,1.2,10/1/12,Weekday,"(41.71349504, -87.57176076)"
7000,COMMERCIAL,97TH STREET,71,1,25.3,1.2,10/1/12,Weekday,"(41.71904949, -87.55094124)"
11519,CENTRAL,LOVEJOY,"85,85A",2,19.3,1.2,10/1/12,Weekday,"(41.97838804, -87.76847222)"
11434,PETERSON,KILPATRICK,84,1,18.5,1.2,10/1/12,Weekday,"(41.98986200, -87.74599500)"
5602,IRVING PARK,OLCOTT,80,1,14.1,1.2,10/1/12,Weekday,"(41.95251579, -87.81476406)"
4306,DESPLAINES,JACKSON,17,1,11.8,1.2,10/1/12,Weekday,"(41.87566305, -87.81471266)"
11441,PETERSON,3800 WEST,84,1,10.7,1.2,10/1/12,Weekday,"(41.99010200, -87.72474600)"
